OBJECTID,ADM0_NAME,DateOfDataEntry,cum_conf,NewCase,CENTER_LON,CENTER_LAT,ADM0_VIZ_NAME,GUID,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
3402,Mexico,2020-03-18T00:00:00.000Z,93,40,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3403,Mexico,2020-03-19T00:00:00.000Z,118,25,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3404,Mexico,2020-03-20T00:00:00.000Z,118,0,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3405,Mexico,2020-03-21T00:00:00.000Z,164,46,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3406,Mexico,2020-03-22T00:00:00.000Z,164,0,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3407,Mexico,2020-03-23T00:00:00.000Z,251,87,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3408,Mexico,2020-03-24T00:00:00.000Z,370,119,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3409,Mexico,2020-03-25T00:00:00.000Z,370,0,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3410,Mexico,2020-03-26T00:00:00.000Z,478,108,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3411,Mexico,2020-03-27T00:00:00.000Z,478,0,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3412,Mexico,2020-03-28T00:00:00.000Z,589,111,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3413,Mexico,2020-03-29T00:00:00.000Z,717,128,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3414,Mexico,2020-03-30T00:00:00.000Z,848,131,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3415,Mexico,2020-03-31T00:00:00.000Z,993,145,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3416,Mexico,2020-04-01T00:00:00.000Z,1094,101,-102.5349909,23.95092841,Mexico,6c394d8d-8acc-4369-a7ee-c367dc533fdf,墨西哥,Mexique,México,Мексика,المكسيك
3417,Monaco,2020-03-01T00:00:00.000Z,1,1,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3418,Monaco,2020-03-02T00:00:00.000Z,1,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3419,Monaco,2020-03-03T00:00:00.000Z,1,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3420,Monaco,2020-03-04T00:00:00.000Z,1,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3421,Monaco,2020-03-05T00:00:00.000Z,1,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3422,Monaco,2020-03-06T00:00:00.000Z,1,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3423,Monaco,2020-03-07T00:00:00.000Z,1,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3424,Monaco,2020-03-08T00:00:00.000Z,1,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3425,Monaco,2020-03-09T00:00:00.000Z,1,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3426,Monaco,2020-03-10T00:00:00.000Z,1,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3427,Monaco,2020-03-11T00:00:00.000Z,1,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3428,Monaco,2020-03-12T00:00:00.000Z,1,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3429,Monaco,2020-03-13T00:00:00.000Z,1,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3430,Monaco,2020-03-14T00:00:00.000Z,2,1,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3431,Monaco,2020-03-15T00:00:00.000Z,2,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3432,Monaco,2020-03-16T00:00:00.000Z,9,7,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3433,Monaco,2020-03-17T00:00:00.000Z,9,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3434,Monaco,2020-03-18T00:00:00.000Z,9,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3435,Monaco,2020-03-19T00:00:00.000Z,9,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3436,Monaco,2020-03-20T00:00:00.000Z,9,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3437,Monaco,2020-03-21T00:00:00.000Z,12,3,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3438,Monaco,2020-03-22T00:00:00.000Z,18,6,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3439,Monaco,2020-03-23T00:00:00.000Z,19,1,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3440,Monaco,2020-03-24T00:00:00.000Z,23,4,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3441,Monaco,2020-03-25T00:00:00.000Z,23,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3442,Monaco,2020-03-26T00:00:00.000Z,19,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3443,Monaco,2020-03-27T00:00:00.000Z,19,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3444,Monaco,2020-03-28T00:00:00.000Z,19,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3445,Monaco,2020-03-29T00:00:00.000Z,19,0,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3446,Monaco,2020-03-30T00:00:00.000Z,46,27,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3447,Monaco,2020-03-31T00:00:00.000Z,49,3,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3448,Monaco,2020-04-01T00:00:00.000Z,52,3,7.41201715,43.75034615,Monaco,ac716d7e-26d7-46d8-a1a2-4222f42042f3,摩纳哥,Monaco,Mónaco,Монако,موناكو
3449,Mongolia,2020-03-10T00:00:00.000Z,1,1,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3450,Mongolia,2020-03-11T00:00:00.000Z,1,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3451,Mongolia,2020-03-12T00:00:00.000Z,1,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3452,Mongolia,2020-03-13T00:00:00.000Z,1,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3453,Mongolia,2020-03-14T00:00:00.000Z,1,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3454,Mongolia,2020-03-15T00:00:00.000Z,1,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3455,Mongolia,2020-03-16T00:00:00.000Z,1,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3456,Mongolia,2020-03-17T00:00:00.000Z,4,3,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3457,Mongolia,2020-03-18T00:00:00.000Z,5,1,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3458,Mongolia,2020-03-19T00:00:00.000Z,6,1,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3459,Mongolia,2020-03-20T00:00:00.000Z,6,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3460,Mongolia,2020-03-21T00:00:00.000Z,6,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3461,Mongolia,2020-03-22T00:00:00.000Z,10,4,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3462,Mongolia,2020-03-23T00:00:00.000Z,10,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3463,Mongolia,2020-03-24T00:00:00.000Z,10,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3464,Mongolia,2020-03-25T00:00:00.000Z,10,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3465,Mongolia,2020-03-26T00:00:00.000Z,10,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3466,Mongolia,2020-03-27T00:00:00.000Z,11,1,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3467,Mongolia,2020-03-28T00:00:00.000Z,12,1,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3468,Mongolia,2020-03-29T00:00:00.000Z,12,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3469,Mongolia,2020-03-30T00:00:00.000Z,12,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3470,Mongolia,2020-03-31T00:00:00.000Z,12,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3471,Mongolia,2020-04-01T00:00:00.000Z,12,0,103.0830311,46.83520872,Mongolia,62c58dff-1d74-40b7-8bb4-fb2d4ea17224,蒙古,Mongolie,Mongolia,Монголия,منغوليا
3472,Montenegro,2020-03-18T00:00:00.000Z,2,2,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3473,Montenegro,2020-03-19T00:00:00.000Z,2,0,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3474,Montenegro,2020-03-20T00:00:00.000Z,10,8,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3475,Montenegro,2020-03-21T00:00:00.000Z,14,4,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3476,Montenegro,2020-03-22T00:00:00.000Z,14,0,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3477,Montenegro,2020-03-23T00:00:00.000Z,21,7,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3478,Montenegro,2020-03-24T00:00:00.000Z,22,1,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3479,Montenegro,2020-03-25T00:00:00.000Z,29,7,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3480,Montenegro,2020-03-26T00:00:00.000Z,52,23,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3481,Montenegro,2020-03-27T00:00:00.000Z,67,15,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3482,Montenegro,2020-03-28T00:00:00.000Z,70,3,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3483,Montenegro,2020-03-29T00:00:00.000Z,82,12,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3484,Montenegro,2020-03-30T00:00:00.000Z,85,3,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3485,Montenegro,2020-03-31T00:00:00.000Z,91,6,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3486,Montenegro,2020-04-01T00:00:00.000Z,105,14,19.26458919,42.79659203,Montenegro,09650ef3-8793-4a1f-b8a2-b6c1da8c2bef,黑山,Monténégro,Montenegro,Черногория,الجبل الأسود
3487,Montserrat,2020-03-18T00:00:00.000Z,1,1,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3488,Montserrat,2020-03-19T00:00:00.000Z,1,0,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3489,Montserrat,2020-03-20T00:00:00.000Z,1,0,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3490,Montserrat,2020-03-21T00:00:00.000Z,1,0,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3491,Montserrat,2020-03-22T00:00:00.000Z,1,0,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3492,Montserrat,2020-03-23T00:00:00.000Z,1,0,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3493,Montserrat,2020-03-24T00:00:00.000Z,1,0,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3494,Montserrat,2020-03-25T00:00:00.000Z,1,0,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3495,Montserrat,2020-03-26T00:00:00.000Z,2,1,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3496,Montserrat,2020-03-27T00:00:00.000Z,2,0,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3497,Montserrat,2020-03-28T00:00:00.000Z,5,3,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3498,Montserrat,2020-03-29T00:00:00.000Z,5,0,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3499,Montserrat,2020-03-30T00:00:00.000Z,5,0,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3500,Montserrat,2020-03-31T00:00:00.000Z,5,0,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3501,Montserrat,2020-04-01T00:00:00.000Z,5,0,-62.18692145,16.73575969,Montserrat,9a351f16-f468-4e6a-925e-03db8fbd4ba7,"蒙特塞拉特岛
",,,,
3502,Morocco,2020-03-03T00:00:00.000Z,1,1,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3503,Morocco,2020-03-04T00:00:00.000Z,1,0,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3504,Morocco,2020-03-05T00:00:00.000Z,2,1,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3505,Morocco,2020-03-06T00:00:00.000Z,2,0,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3506,Morocco,2020-03-07T00:00:00.000Z,2,0,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3507,Morocco,2020-03-08T00:00:00.000Z,2,0,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3508,Morocco,2020-03-09T00:00:00.000Z,2,0,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3509,Morocco,2020-03-10T00:00:00.000Z,2,0,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3510,Morocco,2020-03-11T00:00:00.000Z,3,1,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3511,Morocco,2020-03-12T00:00:00.000Z,5,2,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3512,Morocco,2020-03-13T00:00:00.000Z,6,1,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3513,Morocco,2020-03-14T00:00:00.000Z,7,1,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3514,Morocco,2020-03-15T00:00:00.000Z,18,11,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3515,Morocco,2020-03-16T00:00:00.000Z,28,10,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3516,Morocco,2020-03-17T00:00:00.000Z,29,1,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3517,Morocco,2020-03-18T00:00:00.000Z,49,20,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3518,Morocco,2020-03-19T00:00:00.000Z,61,12,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3519,Morocco,2020-03-20T00:00:00.000Z,52,0,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3520,Morocco,2020-03-21T00:00:00.000Z,74,22,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3521,Morocco,2020-03-22T00:00:00.000Z,86,12,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3522,Morocco,2020-03-23T00:00:00.000Z,134,48,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3523,Morocco,2020-03-24T00:00:00.000Z,143,9,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3524,Morocco,2020-03-25T00:00:00.000Z,170,27,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3525,Morocco,2020-03-26T00:00:00.000Z,225,55,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3526,Morocco,2020-03-27T00:00:00.000Z,275,50,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3527,Morocco,2020-03-28T00:00:00.000Z,358,83,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3528,Morocco,2020-03-29T00:00:00.000Z,450,92,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3529,Morocco,2020-03-30T00:00:00.000Z,516,66,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3530,Morocco,2020-03-31T00:00:00.000Z,574,58,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3531,Morocco,2020-04-01T00:00:00.000Z,638,64,-6.31780295,31.88355697,Morocco,8b881b86-2b79-4d8d-992d-01d939e1cdb9,摩洛哥,Maroc,Marruecos,Марокко,المغرب
3532,Mozambique,2020-03-23T00:00:00.000Z,1,1,35.55226053,-17.26019392,Mozambique,b09a5bf6-36d9-4abd-9d4a-793639ac9457,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
3533,Mozambique,2020-03-24T00:00:00.000Z,1,0,35.55226053,-17.26019392,Mozambique,b09a5bf6-36d9-4abd-9d4a-793639ac9457,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
3534,Mozambique,2020-03-25T00:00:00.000Z,3,2,35.55226053,-17.26019392,Mozambique,b09a5bf6-36d9-4abd-9d4a-793639ac9457,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
3535,Mozambique,2020-03-26T00:00:00.000Z,5,2,35.55226053,-17.26019392,Mozambique,b09a5bf6-36d9-4abd-9d4a-793639ac9457,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
3536,Mozambique,2020-03-27T00:00:00.000Z,5,0,35.55226053,-17.26019392,Mozambique,b09a5bf6-36d9-4abd-9d4a-793639ac9457,莫桑比克,Mozambique,Mozambique,Мозамбик,موزامبيق
